;name_level1;name_level2;name_level3;pcode_level1;pcode_level2;pcode_level3
376;Kiambu;Gatundu North;Githobokoni;KE022;KE022112;KE0221120556
377;Kiambu;Gatundu North;Chania;KE022;KE022112;KE0221120557
378;Kiambu;Gatundu North;Mangu;KE022;KE022112;KE0221120558
379;Kiambu;Juja;Murera;KE022;KE022113;KE0221130559
380;Kiambu;Juja;Theta;KE022;KE022113;KE0221130560
381;Kiambu;Juja;Juja;KE022;KE022113;KE0221130561
382;Kiambu;Juja;Witeithie;KE022;KE022113;KE0221130562
383;Kiambu;Juja;Kalimoni;KE022;KE022113;KE0221130563
384;Kiambu;Thika Town;Township;KE022;KE022114;KE0221140564
385;Kiambu;Thika Town;Kamenu;KE022;KE022114;KE0221140565
386;Kiambu;Thika Town;Hospital;KE022;KE022114;KE0221140566
387;Kiambu;Thika Town;Gatuanyaga;KE022;KE022114;KE0221140567
388;Kiambu;Thika Town;Ngoliba;KE022;KE022114;KE0221140568
389;Kiambu;Ruiru;Gitothua;KE022;KE022115;KE0221150569
390;Kiambu;Ruiru;Biashara;KE022;KE022115;KE0221150570
391;Kiambu;Ruiru;Gatongora;KE022;KE022115;KE0221150571
392;Kiambu;Ruiru;Kahawa Sukari;KE022;KE022115;KE0221150572
393;Kiambu;Ruiru;Kahawa Wendani;KE022;KE022115;KE0221150573
394;Kiambu;Ruiru;Kiuu;KE022;KE022115;KE0221150574
395;Kiambu;Ruiru;Mwiki;KE022;KE022115;KE0221150575
396;Kiambu;Ruiru;Mwihoko;KE022;KE022115;KE0221150576
397;Kiambu;Githunguri;Githunguri;KE022;KE022116;KE0221160577
398;Nairobi;Kibra;Makina;KE047;KE047278;KE0472781388
399;Kiambu;Githunguri;Githiga;KE022;KE022116;KE0221160578
400;Kiambu;Githunguri;Ikinu;KE022;KE022116;KE0221160579
401;Kiambu;Githunguri;Ngewa;KE022;KE022116;KE0221160580
402;Kiambu;Githunguri;Komothai;KE022;KE022116;KE0221160581
403;Kiambu;Kiambu;Ting'ang'a;KE022;KE022117;KE0221170582
404;Kiambu;Kiambu;Ndumberi;KE022;KE022117;KE0221170583
405;Kiambu;Kiambu;Riabai;KE022;KE022117;KE0221170584
406;Kiambu;Kiambu;Township;KE022;KE022117;KE0221170585
407;Kiambu;Kiambaa;Cianda;KE022;KE022118;KE0221180586
408;Kiambu;Kiambaa;Karuri;KE022;KE022118;KE0221180587
409;Kiambu;Kiambaa;Nenderu;KE022;KE022118;KE0221180588
410;Kiambu;Kiambaa;Muchatha;KE022;KE022118;KE0221180589
411;Kiambu;Kiambaa;Kihara;KE022;KE022118;KE0221180590
412;Kiambu;Kabete;Gitaru;KE022;KE022119;KE0221190591
413;Kiambu;Kabete;Muguga;KE022;KE022119;KE0221190592
414;Kiambu;Kabete;Nyathuna;KE022;KE022119;KE0221190593
415;Kiambu;Kabete;Kabete;KE022;KE022119;KE0221190594
416;Kiambu;Kabete;Uthiru;KE022;KE022119;KE0221190595
417;Kiambu;Kikuyu;Karai;KE022;KE022120;KE0221200596
418;Kiambu;Kikuyu;Nachu;KE022;KE022120;KE0221200597
419;Kiambu;Kikuyu;Sigona;KE022;KE022120;KE0221200598
420;Kiambu;Kikuyu;Kikuyu;KE022;KE022120;KE0221200599
421;Kiambu;Kikuyu;Kinoo;KE022;KE022120;KE0221200600
422;Kiambu;Limuru;Bibirioni;KE022;KE022121;KE0221210601
423;Kiambu;Limuru;Limuru Central;KE022;KE022121;KE0221210602
424;Kiambu;Limuru;Ndeiya;KE022;KE022121;KE0221210603
425;Kiambu;Limuru;Limuru East;KE022;KE022121;KE0221210604
426;Kiambu;Limuru;Ngecha/Tigoni;KE022;KE022121;KE0221210605
427;Kisii;Bobasi;Masige West;KE045;KE045264;KE0452641315
428;Kiambu;Lari;Kinale;KE022;KE022122;KE0221220606
429;Kiambu;Lari;Kijabe;KE022;KE022122;KE0221220607
430;Kiambu;Lari;Nyanduma;KE022;KE022122;KE0221220608
431;Kiambu;Lari;Kamburu;KE022;KE022122;KE0221220609
432;Kiambu;Lari;Lari/Kirenga;KE022;KE022122;KE0221220610
433;Kilifi;Kilifi North;Tezo;KE003;KE003011;KE0030110051
434;Kilifi;Kilifi North;Sokoni;KE003;KE003011;KE0030110052
435;Kilifi;Kilifi North;Kibarani;KE003;KE003011;KE0030110053
436;Kilifi;Kilifi North;Dabaso;KE003;KE003011;KE0030110054
437;Kilifi;Kilifi North;Matsangoni;KE003;KE003011;KE0030110055
438;Kilifi;Kilifi North;Watamu;KE003;KE003011;KE0030110056
439;Kilifi;Kilifi North;Mnarani;KE003;KE003011;KE0030110057
440;Kilifi;Kilifi South;Junju;KE003;KE003012;KE0030120058
441;Kilifi;Kilifi South;Mwarakaya;KE003;KE003012;KE0030120059
442;Kilifi;Kilifi South;Shimo La Tewa;KE003;KE003012;KE0030120060
443;Kilifi;Kilifi South;Chasimba;KE003;KE003012;KE0030120061
444;Kilifi;Kilifi South;Mtepeni;KE003;KE003012;KE0030120062
445;Kilifi;Kaloleni;Mariakani;KE003;KE003013;KE0030130063
446;Kilifi;Kaloleni;Kayafungo;KE003;KE003013;KE0030130064
447;Kilifi;Kaloleni;Kaloleni;KE003;KE003013;KE0030130065
448;Kilifi;Kaloleni;Mwanamwinga;KE003;KE003013;KE0030130066
449;Kilifi;Rabai;Mwawesa;KE003;KE003014;KE0030140067
450;Kilifi;Rabai;Ruruma;KE003;KE003014;KE0030140068
451;Kilifi;Rabai;Kambe/Ribe;KE003;KE003014;KE0030140069
452;Kilifi;Rabai;Rabai/Kisurutini;KE003;KE003014;KE0030140070
453;Kilifi;Ganze;Ganze;KE003;KE003015;KE0030150071
454;Kilifi;Ganze;Bamba;KE003;KE003015;KE0030150072
455;Kilifi;Ganze;Jaribuni;KE003;KE003015;KE0030150073
456;Kilifi;Ganze;Sokoke;KE003;KE003015;KE0030150074
457;Kilifi;Malindi;Jilore;KE003;KE003016;KE0030160075
458;Kilifi;Malindi;Kakuyuni;KE003;KE003016;KE0030160076
459;Kilifi;Malindi;Ganda;KE003;KE003016;KE0030160077
460;Kilifi;Malindi;Malindi Town;KE003;KE003016;KE0030160078
461;Kilifi;Malindi;Shella;KE003;KE003016;KE0030160079
462;Kilifi;Magarini;Marafa;KE003;KE003017;KE0030170080
463;Kilifi;Magarini;Magarini;KE003;KE003017;KE0030170081
464;Kilifi;Magarini;Gongoni;KE003;KE003017;KE0030170082
465;Kilifi;Magarini;Adu;KE003;KE003017;KE0030170083
466;Kilifi;Magarini;Garashi;KE003;KE003017;KE0030170084
467;Kilifi;Magarini;Sabaki;KE003;KE003017;KE0030170085
468;Kirinyaga;Mwea;Mutithi;KE020;KE020100;KE0201000496
469;Kirinyaga;Mwea;Kangai;KE020;KE020100;KE0201000497
470;Kirinyaga;Mwea;Thiba;KE020;KE020100;KE0201000498
471;Kirinyaga;Mwea;Wamumu;KE020;KE020100;KE0201000499
472;Kirinyaga;Mwea;Nyangati;KE020;KE020100;KE0201000500
473;Kirinyaga;Mwea;Murinduko;KE020;KE020100;KE0201000501
474;Kirinyaga;Mwea;Gathigiriri;KE020;KE020100;KE0201000502
475;Kirinyaga;Mwea;Tebere;KE020;KE020100;KE0201000503
476;Kirinyaga;Gichugu;Kabare;KE020;KE020101;KE0201010504
477;Kirinyaga;Gichugu;Baragwi;KE020;KE020101;KE0201010505
478;Kirinyaga;Gichugu;Njuki-Ini;KE020;KE020101;KE0201010506
479;Kirinyaga;Gichugu;Ngariama;KE020;KE020101;KE0201010507
480;Kirinyaga;Gichugu;Karumandi;KE020;KE020101;KE0201010508
481;Kirinyaga;Ndia;Mukure;KE020;KE020102;KE0201020509
482;Kisii;Bobasi;Masige East;KE045;KE045264;KE0452641316
483;Kirinyaga;Ndia;Kiine;KE020;KE020102;KE0201020510
484;Kirinyaga;Ndia;Kariti;KE020;KE020102;KE0201020511
485;Kirinyaga;Kirinyaga Central;Mutira;KE020;KE020103;KE0201030512
486;Kirinyaga;Kirinyaga Central;Kanyekini;KE020;KE020103;KE0201030513
487;Kirinyaga;Kirinyaga Central;Kerugoya;KE020;KE020103;KE0201030514
488;Kirinyaga;Kirinyaga Central;Inoi;KE020;KE020103;KE0201030515
489;Kisii;Bonchari;Bomariba;KE045;KE045261;KE0452611301
490;Kisii;Bonchari;Bokiakumi;KE045;KE045261;KE0452611302
491;Kisii;Bonchari;Bomorenda;KE045;KE045261;KE0452611303
492;Kisii;Bonchari;Riana;KE045;KE045261;KE0452611304
493;Kisii;South Mugirango;Tabaka;KE045;KE045262;KE0452621305
494;Kisii;South Mugirango;Boikanga;KE045;KE045262;KE0452621306
495;Kisii;South Mugirango;Bogetenga;KE045;KE045262;KE0452621307
496;Kisii;South Mugirango;Borabu/Chitago;KE045;KE045262;KE0452621308
497;Kisii;South Mugirango;Moticho;KE045;KE045262;KE0452621309
498;Kisii;South Mugirango;Getenga;KE045;KE045262;KE0452621310
499;Kisii;Bomachoge Borabu;Bombaba Borabu;KE045;KE045263;KE0452631311
500;Kisii;Bomachoge Borabu;Boochi Borabu;KE045;KE045263;KE0452631312
501;Kisii;Bomachoge Borabu;Bokimonge;KE045;KE045263;KE0452631313
502;Kisii;Bomachoge Borabu;Magenche;KE045;KE045263;KE0452631314
503;Kisii;Bobasi;Bassi Central;KE045;KE045264;KE0452641317
504;Kisii;Bobasi;Nyacheki;KE045;KE045264;KE0452641318
505;Kisii;Bobasi;Bassi Bogetaorio;KE045;KE045264;KE0452641319
506;Kisii;Bobasi;Bobasi Chache;KE045;KE045264;KE0452641320
507;Kisii;Bobasi;Sameta/Mokwerero;KE045;KE045264;KE0452641321
508;Kisii;Bobasi;Bobasi/Boitangare;KE045;KE045264;KE0452641322
509;Kisii;Bomachoge Chache;Majoge Bassi;KE045;KE045265;KE0452651323
510;Kisii;Bomachoge Chache;Boochi/Tendere;KE045;KE045265;KE0452651324
511;Kisii;Bomachoge Chache;Bosoti/Sengera;KE045;KE045265;KE0452651325
512;Kisii;Nyaribari Masaba;Ichuni;KE045;KE045266;KE0452661326
513;Kisii;Nyaribari Masaba;Nyamasibi;KE045;KE045266;KE0452661327
514;Kisii;Nyaribari Masaba;Masimba;KE045;KE045266;KE0452661328
515;Kisii;Nyaribari Masaba;Gesusu;KE045;KE045266;KE0452661329
516;Kisii;Nyaribari Masaba;Kiamokama;KE045;KE045266;KE0452661330
517;Kisii;Nyaribari Chache;Bobaracho;KE045;KE045267;KE0452671331
518;Kisii;Nyaribari Chache;Kisii Central;KE045;KE045267;KE0452671332
519;Kisii;Nyaribari Chache;Keumbu;KE045;KE045267;KE0452671333
520;Kisii;Nyaribari Chache;Kiogoro;KE045;KE045267;KE0452671334
521;Kisii;Nyaribari Chache;Birongo;KE045;KE045267;KE0452671335
522;Kisii;Nyaribari Chache;Ibeno;KE045;KE045267;KE0452671336
523;Kisii;Kitutu Chache North;Monyerero;KE045;KE045268;KE0452681337
524;Kisii;Kitutu Chache North;Sensi;KE045;KE045268;KE0452681338
525;Kisii;Kitutu Chache North;Marani;KE045;KE045268;KE0452681339
526;Kisii;Kitutu Chache North;Kegogi;KE045;KE045268;KE0452681340
527;Kisii;Kitutu Chache South;Bogusero;KE045;KE045269;KE0452691341
528;Kisii;Kitutu Chache South;Bogeka;KE045;KE045269;KE0452691342
529;Kisii;Kitutu Chache South;Nyakoe;KE045;KE045269;KE0452691343
530;Kisii;Kitutu Chache South;Kitutu Central;KE045;KE045269;KE0452691344
531;Kisii;Kitutu Chache South;Nyatieko;KE045;KE045269;KE0452691345
532;Kisumu;Kisumu East;Kajulu;KE042;KE042238;KE0422381186
533;Kisumu;Kisumu East;Kolwa East;KE042;KE042238;KE0422381187
534;Kisumu;Kisumu East;Manyatta 'B';KE042;KE042238;KE0422381188
535;Kisumu;Kisumu East;Nyalenda 'A';KE042;KE042238;KE0422381189
536;Kisumu;Kisumu East;Kolwa Central;KE042;KE042238;KE0422381190
537;Kisumu;Kisumu West;South West Kisumu;KE042;KE042239;KE0422391191
538;Kisumu;Kisumu West;Central Kisumu;KE042;KE042239;KE0422391192
539;Kisumu;Kisumu West;Kisumu North;KE042;KE042239;KE0422391193
540;Kisumu;Kisumu West;West Kisumu;KE042;KE042239;KE0422391194
541;Kisumu;Kisumu West;North West Kisumu;KE042;KE042239;KE0422391195
542;Kisumu;Kisumu Central;Railways;KE042;KE042240;KE0422401196
543;Kisumu;Kisumu Central;Migosi;KE042;KE042240;KE0422401197
544;Kisumu;Kisumu Central;Shauri Moyo/Kaloleni;KE042;KE042240;KE0422401198
545;Kisumu;Kisumu Central;Market Milimani;KE042;KE042240;KE0422401199
546;Kisumu;Kisumu Central;Kondele;KE042;KE042240;KE0422401200
547;Kisumu;Kisumu Central;Nyalenda 'B';KE042;KE042240;KE0422401201
548;Kisumu;Seme;West Seme;KE042;KE042241;KE0422411202
549;Kisumu;Seme;Central Seme;KE042;KE042241;KE0422411203
550;Kisumu;Seme;East Seme;KE042;KE042241;KE0422411204
551;Kisumu;Seme;North Seme;KE042;KE042241;KE0422411205
552;Kisumu;Nyando;East Kano/Wawidhi;KE042;KE042242;KE0422421206
553;Kisumu;Nyando;Awasi/Onjiko;KE042;KE042242;KE0422421207
554;Kisumu;Nyando;Ahero;KE042;KE042242;KE0422421208
555;Kisumu;Nyando;Kabonyo/Kanyagwal;KE042;KE042242;KE0422421209
556;Kisumu;Nyando;Kobura;KE042;KE042242;KE0422421210
557;Meru;Tigania West;Akithii;KE012;KE012054;KE0120540267
558;Kisumu;Muhoroni;Miwani;KE042;KE042243;KE0422431211
559;Kisumu;Muhoroni;Ombeyi;KE042;KE042243;KE0422431212
560;Kisumu;Muhoroni;Masogo/Nyang'oma;KE042;KE042243;KE0422431213
561;Kisumu;Muhoroni;Chemilil;KE042;KE042243;KE0422431214
562;Kisumu;Muhoroni;Muhoroni Koru;KE042;KE042243;KE0422431215
563;Kisumu;Nyakach;South West Nyakach;KE042;KE042244;KE0422441216
564;Kisumu;Nyakach;North Nyakach;KE042;KE042244;KE0422441217
565;Kisumu;Nyakach;Central Nyakach;KE042;KE042244;KE0422441218
566;Kisumu;Nyakach;West Nyakach;KE042;KE042244;KE0422441219
567;Kisumu;Nyakach;South East Nyakach;KE042;KE042244;KE0422441220
568;Kitui;Mwingi North;Ngomeni;KE015;KE015067;KE0150670331
569;Kitui;Mwingi North;Kyuso;KE015;KE015067;KE0150670332
570;Kitui;Mwingi North;Mumoni;KE015;KE015067;KE0150670333
571;Kitui;Mwingi North;Tseikuru;KE015;KE015067;KE0150670334
572;Kitui;Mwingi North;Tharaka;KE015;KE015067;KE0150670335
573;Kitui;Kitui West;Kwamutonga/Kithumula;KE015;KE015070;KE0150700349
574;Kitui;Mwingi West;Kyome/Thaana;KE015;KE015068;KE0150680336
575;Kitui;Mwingi West;Nguutani;KE015;KE015068;KE0150680337
576;Kitui;Mwingi West;Migwani;KE015;KE015068;KE0150680338
577;Kitui;Mwingi West;Kiomo/Kyethani;KE015;KE015068;KE0150680339
578;Kitui;Mwingi West;Central;KE015;KE015068;KE0150680340
579;Kitui;Mwingi East;Kivou;KE015;KE015069;KE0150690341
580;Kitui;Mwingi East;Nguni;KE015;KE015069;KE0150690342
581;Kitui;Mwingi East;Nuu;KE015;KE015069;KE0150690343
582;Kitui;Mwingi East;Mui;KE015;KE015069;KE0150690344
583;Kitui;Mwingi East;Waita;KE015;KE015069;KE0150690345
584;Kitui;Kitui West;Mutonguni;KE015;KE015070;KE0150700346
585;Kitui;Kitui West;Kauwi;KE015;KE015070;KE0150700347
586;Kitui;Kitui West;Matinyani;KE015;KE015070;KE0150700348
587;Kitui;Kitui Rural;Kisasi;KE015;KE015071;KE0150710350
588;Kitui;Kitui Rural;Mbitini;KE015;KE015071;KE0150710351
589;Kitui;Kitui Rural;Kwavonza/Yatta;KE015;KE015071;KE0150710352
590;Kitui;Kitui Rural;Kanyangi;KE015;KE015071;KE0150710353
591;Kitui;Kitui Central;Miambani;KE015;KE015072;KE0150720354
592;Kitui;Kitui Central;Township;KE015;KE015072;KE0150720355
593;Kitui;Kitui Central;Kyangwithya West;KE015;KE015072;KE0150720356
594;Kitui;Kitui Central;Mulango;KE015;KE015072;KE0150720357
595;Kitui;Kitui Central;Kyangwithya East;KE015;KE015072;KE0150720358
596;Kitui;Kitui East;Zombe/Mwitika;KE015;KE015073;KE0150730359
597;Kitui;Kitui East;Nzambani;KE015;KE015073;KE0150730360
598;Kitui;Kitui East;Chuluni;KE015;KE015073;KE0150730361
599;Kitui;Kitui East;Voo/Kyamatu;KE015;KE015073;KE0150730362
600;Kitui;Kitui East;Endau/Malalani;KE015;KE015073;KE0150730363
601;Kitui;Kitui East;Mutitu/Kaliku;KE015;KE015073;KE0150730364
602;Kitui;Kitui South;Ikanga/Kyatune;KE015;KE015074;KE0150740365
603;Kitui;Kitui South;Mutomo;KE015;KE015074;KE0150740366
604;Kitui;Kitui South;Mutha;KE015;KE015074;KE0150740367
605;Kitui;Kitui South;Ikutha;KE015;KE015074;KE0150740368
606;Kitui;Kitui South;Kanziko;KE015;KE015074;KE0150740369
607;Kitui;Kitui South;Athi;KE015;KE015074;KE0150740370
608;Kwale;Msambweni;Gombato Bogwe;KE002;KE002007;KE0020070031
609;Kwale;Msambweni;Ukunda;KE002;KE002007;KE0020070032
610;Kwale;Msambweni;Kinondo;KE002;KE002007;KE0020070033
611;Kwale;Msambweni;Ramisi;KE002;KE002007;KE0020070034
612;Kwale;Lunga Lunga;Pongwe/Kikoneni;KE002;KE002008;KE0020080035
613;Kwale;Lunga Lunga;Dzombo;KE002;KE002008;KE0020080036
614;Kwale;Lunga Lunga;Mwereni;KE002;KE002008;KE0020080037
615;Kwale;Lunga Lunga;Vanga;KE002;KE002008;KE0020080038
616;Kwale;Matuga;Tsimba Golini;KE002;KE002009;KE0020090039
617;Kwale;Matuga;Waa;KE002;KE002009;KE0020090040
618;Kwale;Matuga;Tiwi;KE002;KE002009;KE0020090041
619;Kwale;Matuga;Kubo South;KE002;KE002009;KE0020090042
620;Kwale;Matuga;Mkongani;KE002;KE002009;KE0020090043
621;Kwale;Kinango;Ndavaya;KE002;KE002010;KE0020100044
622;Kwale;Kinango;Puma;KE002;KE002010;KE0020100045
623;Kwale;Kinango;Kinango;KE002;KE002010;KE0020100046
624;Kwale;Kinango;Mackinon Road;KE002;KE002010;KE0020100047
625;Kwale;Kinango;Chengoni/Samburu;KE002;KE002010;KE0020100048
626;Migori;Suna West;Wasimbete;KE044;KE044256;KE0442561276
627;Kwale;Kinango;Mwabila;KE002;KE002010;KE0020100049
628;Kwale;Kinango;Kasemeni;KE002;KE002010;KE0020100050
629;Laikipia;Laikipia West;Ol-Moran;KE031;KE031163;KE0311630811
630;Laikipia;Laikipia West;Rumuruti Township;KE031;KE031163;KE0311630812
631;Laikipia;Laikipia West;Githiga;KE031;KE031163;KE0311630813
632;Laikipia;Laikipia West;Marmanet;KE031;KE031163;KE0311630814
633;Laikipia;Laikipia West;Igwamiti;KE031;KE031163;KE0311630815
634;Laikipia;Laikipia West;Salama;KE031;KE031163;KE0311630816
635;Laikipia;Laikipia East;Ngobit;KE031;KE031164;KE0311640817
636;Laikipia;Laikipia East;Tigithi;KE031;KE031164;KE0311640818
637;Laikipia;Laikipia East;Thingithu;KE031;KE031164;KE0311640819
638;Laikipia;Laikipia East;Nanyuki;KE031;KE031164;KE0311640820
639;Laikipia;Laikipia East;Umande;KE031;KE031164;KE0311640821
640;Laikipia;Laikipia North;Sosian;KE031;KE031165;KE0311650822
641;Migori;Uriri;East Kanyamkago;KE044;KE044257;KE0442571281
642;Laikipia;Laikipia North;Segera;KE031;KE031165;KE0311650823
643;Laikipia;Laikipia North;Mugogodo West;KE031;KE031165;KE0311650824
644;Laikipia;Laikipia North;Mugogodo East;KE031;KE031165;KE0311650825
645;Lamu;Lamu East;Faza;KE005;KE005021;KE0050210101
646;Lamu;Lamu East;Kiunga;KE005;KE005021;KE0050210102
647;Lamu;Lamu East;Basuba;KE005;KE005021;KE0050210103
648;Lamu;Lamu West;Shella;KE005;KE005022;KE0050220104
649;Lamu;Lamu West;Mkomami;KE005;KE005022;KE0050220105
650;Lamu;Lamu West;Hindi;KE005;KE005022;KE0050220106
651;Lamu;Lamu West;Mkunumbi;KE005;KE005022;KE0050220107
652;Lamu;Lamu West;Hongwe;KE005;KE005022;KE0050220108
653;Lamu;Lamu West;Witu;KE005;KE005022;KE0050220109
654;Makueni;Makueni;Wote;KE017;KE017086;KE0170860424
655;Lamu;Lamu West;Bahari;KE005;KE005022;KE0050220110
656;Machakos;Masinga;Kivaa;KE016;KE016075;KE0160750371
657;Machakos;Masinga;Masinga Central;KE016;KE016075;KE0160750372
658;Machakos;Masinga;Ekalakala;KE016;KE016075;KE0160750373
659;Machakos;Masinga;Muthesya;KE016;KE016075;KE0160750374
660;Machakos;Masinga;Ndithini;KE016;KE016075;KE0160750375
661;Machakos;Yatta;Ndalani;KE016;KE016076;KE0160760376
662;Machakos;Yatta;Matuu;KE016;KE016076;KE0160760377
663;Machakos;Yatta;Kithimani;KE016;KE016076;KE0160760378
664;Machakos;Yatta;Ikombe;KE016;KE016076;KE0160760379
665;Machakos;Yatta;Katangi;KE016;KE016076;KE0160760380
666;Machakos;Kangundo;Kangundo North;KE016;KE016077;KE0160770381
667;Machakos;Kangundo;Kangundo Central;KE016;KE016077;KE0160770382
668;Machakos;Kangundo;Kangundo East;KE016;KE016077;KE0160770383
669;Machakos;Kangundo;Kangundo West;KE016;KE016077;KE0160770384
670;Machakos;Matungulu;Tala;KE016;KE016078;KE0160780385
671;Machakos;Matungulu;Matungulu North;KE016;KE016078;KE0160780386
672;Machakos;Matungulu;Matungulu East;KE016;KE016078;KE0160780387
673;Migori;Uriri;West Kanyamkago;KE044;KE044257;KE0442571277
674;Machakos;Matungulu;Matungulu West;KE016;KE016078;KE0160780388
675;Machakos;Matungulu;Kyeleni;KE016;KE016078;KE0160780389
676;Machakos;Kathiani;Mitaboni;KE016;KE016079;KE0160790390
677;Machakos;Kathiani;Kathiani Central;KE016;KE016079;KE0160790391
678;Machakos;Kathiani;Upper Kaewa/Iveti;KE016;KE016079;KE0160790392
679;Machakos;Kathiani;Upper Kaewa/Kaani;KE016;KE016079;KE0160790393
680;Machakos;Mavoko;Athi River;KE016;KE016080;KE0160800394
681;Machakos;Mavoko;Kinanie;KE016;KE016080;KE0160800395
682;Machakos;Mavoko;Muthwani;KE016;KE016080;KE0160800396
683;Machakos;Mavoko;Syokimau;KE016;KE016080;KE0160800397
684;Machakos;Machakos Town;Kalama;KE016;KE016081;KE0160810398
685;Machakos;Machakos Town;Mua;KE016;KE016081;KE0160810399
686;Machakos;Machakos Town;Mutituni;KE016;KE016081;KE0160810400
687;Machakos;Machakos Town;Machakos Central;KE016;KE016081;KE0160810401
688;Machakos;Machakos Town;Mumbuni North;KE016;KE016081;KE0160810402
689;Machakos;Machakos Town;Muvuti/Kiima Kimwe;KE016;KE016081;KE0160810403
690;Machakos;Machakos Town;Kola;KE016;KE016081;KE0160810404
691;Machakos;Mwala;Mbiuni;KE016;KE016082;KE0160820405
692;Machakos;Mwala;Makutano/Mwala;KE016;KE016082;KE0160820406
693;Machakos;Mwala;Masii;KE016;KE016082;KE0160820407
694;Machakos;Mwala;Muthetheni;KE016;KE016082;KE0160820408
695;Machakos;Mwala;Wamunyu;KE016;KE016082;KE0160820409
696;Machakos;Mwala;Kibauni;KE016;KE016082;KE0160820410
697;Makueni;Mbooni;Tulimani;KE017;KE017083;KE0170830411
698;Makueni;Mbooni;Mbooni;KE017;KE017083;KE0170830412
699;Makueni;Mbooni;Kithungo/Kitundu;KE017;KE017083;KE0170830413
700;Makueni;Mbooni;Kiteta/Kisau;KE017;KE017083;KE0170830414
701;Makueni;Mbooni;Waia-Kako;KE017;KE017083;KE0170830415
702;Makueni;Mbooni;Kalawa;KE017;KE017083;KE0170830416
703;Makueni;Kilome;Kasikeu;KE017;KE017084;KE0170840417
704;Makueni;Kilome;Mukaa;KE017;KE017084;KE0170840418
705;Makueni;Kilome;Kiima Kiu/Kalanzoni;KE017;KE017084;KE0170840419
706;Makueni;Kaiti;Ukia;KE017;KE017085;KE0170850420
707;Makueni;Kaiti;Kee;KE017;KE017085;KE0170850421
708;Makueni;Kaiti;Kilungu;KE017;KE017085;KE0170850422
709;Makueni;Kaiti;Ilima;KE017;KE017085;KE0170850423
710;Migori;Uriri;South Kanyamkago;KE044;KE044257;KE0442571280
711;Makueni;Makueni;Muvau/Kikumini;KE017;KE017086;KE0170860425
712;Makueni;Makueni;Mavindini;KE017;KE017086;KE0170860426
713;Makueni;Makueni;Kitise/Kithuki;KE017;KE017086;KE0170860427
714;Makueni;Makueni;Kathonzweni;KE017;KE017086;KE0170860428
715;Makueni;Makueni;Nzaui/Kilili/Kalamba;KE017;KE017086;KE0170860429
716;Makueni;Makueni;Mbitini;KE017;KE017086;KE0170860430
717;Makueni;Kibwezi West;Makindu;KE017;KE017087;KE0170870431
718;Makueni;Kibwezi West;Nguumo;KE017;KE017087;KE0170870432
719;Makueni;Kibwezi West;Kikumbulyu North;KE017;KE017087;KE0170870433
720;Makueni;Kibwezi West;Kikumbulyu South;KE017;KE017087;KE0170870434
721;Makueni;Kibwezi West;Nguu/Masumba;KE017;KE017087;KE0170870435
722;Makueni;Kibwezi West;Emali/Mulala;KE017;KE017087;KE0170870436
723;Makueni;Kibwezi East;Masongaleni;KE017;KE017088;KE0170880437
724;Makueni;Kibwezi East;Mtito Andei;KE017;KE017088;KE0170880438
725;Migori;Uriri;North Kanyamkago;KE044;KE044257;KE0442571278
726;Makueni;Kibwezi East;Thange;KE017;KE017088;KE0170880439
727;Makueni;Kibwezi East;Ivingoni/Nzambani;KE017;KE017088;KE0170880440
728;Mandera;Mandera West;Takaba South;KE009;KE009039;KE0090390191
729;Mandera;Mandera West;Takaba;KE009;KE009039;KE0090390192
730;Mandera;Mandera West;Laghsure;KE009;KE009039;KE0090390193
731;Mandera;Mandera West;Dandu;KE009;KE009039;KE0090390194
732;Mandera;Mandera West;Gither;KE009;KE009039;KE0090390195
733;Mandera;Banissa;Banissa;KE009;KE009040;KE0090400196
734;Mandera;Banissa;Derkhale;KE009;KE009040;KE0090400197
735;Mandera;Banissa;Guba;KE009;KE009040;KE0090400198
736;Mandera;Banissa;Malkamari;KE009;KE009040;KE0090400199
737;Mandera;Banissa;Kiliwaheri;KE009;KE009040;KE0090400200
738;Mandera;Mandera North;Ashabito;KE009;KE009041;KE0090410201
739;Mandera;Mandera North;Guticha;KE009;KE009041;KE0090410202
740;Mandera;Mandera North;Marothile;KE009;KE009041;KE0090410203
741;Mandera;Mandera North;Rhamu;KE009;KE009041;KE0090410204
742;Mandera;Mandera North;Rhamu Dimtu;KE009;KE009041;KE0090410205
743;Mandera;Mandera South;Wargadud;KE009;KE009042;KE0090420206
744;Mandera;Mandera South;Kotulo;KE009;KE009042;KE0090420207
745;Mandera;Mandera South;Elwak South;KE009;KE009042;KE0090420208
746;Mandera;Mandera South;Elwak North;KE009;KE009042;KE0090420209
747;Meru;Tigania West;Kianjai;KE012;KE012054;KE0120540268
748;Mandera;Mandera South;Shambir Fatuma;KE009;KE009042;KE0090420210
749;Mandera;Mandera East;Arabia;KE009;KE009043;KE0090430211
750;Mandera;Mandera East;Bulla Mpya;KE009;KE009043;KE0090430212
751;Mandera;Mandera East;Khalalio;KE009;KE009043;KE0090430213
752;Mandera;Mandera East;Neboi;KE009;KE009043;KE0090430214
753;Mandera;Mandera East;Township;KE009;KE009043;KE0090430215
754;Mandera;Lafey;Libehia;KE009;KE009044;KE0090440216
755;Mandera;Lafey;Fino;KE009;KE009044;KE0090440217
